SessionID,TreatmentNumber,subjects,Period,Subject,Group,Profit,TotalProfit,Participate,Pair,RoleTrust,InGroup,input_self[1],input_self[2],input_self[3],input_self[4],input_self[5],input_self[6],input_other[1],input_other[2],input_other[3],input_other[4],input_other[5],input_other[6],chosen_option[1],chosen_option[2],chosen_option[3],chosen_option[4],chosen_option[5],chosen_option[6],item_order[1],item_order[2],item_order[3],item_order[4],item_order[5],item_order[6],random_numbers[1],random_numbers[2],random_numbers[3],random_numbers[4],random_numbers[5],random_numbers[6],all_unique,item_rank,svoGroup,Role,raven1,raven2,raven3,raven4,raven5,Q1,Q2,Q3,Q4,Q5,GroupCorrect1,GroupCorrect2,GroupCorrect3,GroupCorrect4,GroupCorrect5,ravenfeedback1,RoleDictator,TrustGame,TrustGameResponder,trustfeedback1,Trio,Allocation,ravenprofit,trustprofit,dictatorprofit,AllocationDummy,TimeOKColorOK,TimeChatGroup1raven1OK,TimeChatGroupraven2OK,TimeChatGroupraven3OK,TimeChatGroupraven4OK,TimeChatGroupraven5OK,checker1,checker2,checker3,counter,fakepropose,fakerespond,TimePracticeTrustOK,TimeAEPracticeTrustOK,TimeTrustGameProposeOK,TimeAETrustGameResponseOK,Other1,Other2,Other1Team,Other2Team,Other1Num,Other2Num,TimeDictatorAllocateOK,random_dict,Dictator_roundpay,Dictator_team,Dictator_num,random_round,DictatorProfit,SelectedTeam,SelectedNum,item_num,self[1],self[2],self[3],self[4],self[5],self[6],self[7],self[8],self[9],other[1],other[2],other[3],other[4],other[5],other[6],other[7],other[8],other[9],option,LeaveStage,TimeSVOItemsOK,TimeKillSVOItemsOK,mean_to_self,mean_to_other,k,svo_angle,svo_type,avg_dist_to_equality,avg_dist_to_altruist,avg_dist_to_joint,avg_dist_to_indiv,j,not_altru_indiv,inequality_aversion_score,payed_slider,svoProfit,kept_of_sender,received_from_sender,TimeSummaryOK,q1,q2,q3,q4,q5,TimeOKCollectivismOK,totalpayoff,ToPay,TimeFinalFeedbackOK,
141126_0954,2,subjects,2,17,5,0,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,4,1,3,5,0.030565571,0.918770237,0.248692405,0.026871907,0.102300406,0.29434773,1,1,10,2,1,7,8,2,6,10,0,0,10,10,0,0,0,5,5,-1,2,0,0,-1,7,45,40,140,0,25,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,5,1,3,1,99999,2,30,5,1,4,0,0,0,2,170,174,178,181,185,189,193,196,200,30,39,48,56,65,74,83,91,100,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,3,0,0,0,-,-1,-1,-1,-1,-1,-,180,30,-,
141126_0954,2,subjects,2,18,5,0,0,0,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,4,2,5,0.715552707,0.03216852,0.289799705,0.597861467,0.184315142,0.66363886,1,1,10,1,5,7,6,2,6,0,0,10,10,10,0,0,0,5,5,-1,3,0,0,-1,4,35,40,200,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,1,4,2,4,99999,2,35,4,4,2,35,4,4,6,200,196,193,189,185,181,178,174,170,100,109,118,126,135,144,153,161,170,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,3,0,0,0,-,-1,-1,-1,-1,-1,-,275,46,-,
141126_0954,2,subjects,2,19,5,0,0,0,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,3,2,6,0.504281715,0.077722961,0.609802978,0.488816282,0.3647903,0.89716176,1,1,9,2,1,0,6,2,6,10,0,10,10,10,0,0,0,5,5,-1,3,0,0,-1,7,30,50,225,0,40,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,1,5,1,1,99999,2,45,5,1,5,0,0,0,4,100,109,118,126,135,144,153,161,170,200,179,158,136,115,94,73,51,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,3,0,0,0,-,-1,-1,-1,-1,-1,-,275,46,-,
141126_0954,2,subjects,2,20,5,0,0,0,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,2,5,6,0.462788359,0.176732897,0.535251712,0.212846901,0.586265532,0.743237468,1,1,9,1,0,7,6,2,6,0,0,10,10,10,0,0,0,5,5,-1,2,0,0,-1,6,35,40,0,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,6,3,2,2,99999,2,30,5,4,4,0,0,0,3,100,109,118,126,135,144,153,161,170,200,196,193,189,185,181,178,174,170,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,3,0,0,0,-,-1,-1,-1,-1,-1,-,40,7,-,
141126_0954,2,subjects,2,21,6,0,0,0,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,2,6,5,0.349806184,0.438502195,0.596538352,0.375006688,0.778317173,0.71566577,1,1,12,2,0,3,6,3,0,0,0,10,0,0,0,0,5,0,0,-1,3,0,0,-1,1,35,15,155,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,3,4,3,1,99999,2,35,4,1,2,35,4,1,1,170,170,170,170,170,170,170,170,170,170,153,135,118,100,83,65,48,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,3,0,0,0,-,-1,-1,-1,-1,-1,-,205,35,-,
141126_0954,2,subjects,2,22,6,0,0,0,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,5,3,2,0.25767936,0.659453665,0.975527116,0.922602744,0.362931731,0.350188442,1,1,12,1,1,3,6,3,6,10,0,10,0,10,0,0,5,0,0,-1,3,0,0,-1,6,50,35,350,0,20,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,3,5,2,4,99999,2,35,5,4,3,0,0,0,1,170,170,170,170,170,170,170,170,170,170,153,135,118,100,83,65,48,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,3,0,0,0,-,-1,-1,-1,-1,-1,-,385,65,-,
141126_0954,2,subjects,2,23,6,0,0,0,11,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,6,1,2,0.446438843,0.617148111,0.408300407,0.958650096,0.154608046,0.252199421,1,1,11,2,1,3,6,3,2,10,0,10,0,0,0,0,5,0,0,-1,3,0,0,-1,2,35,25,115,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,2,3,3,1,99999,2,35,3,1,4,0,0,0,4,100,109,118,126,135,144,153,161,170,200,179,158,136,115,94,73,51,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,3,0,0,0,-,-1,-1,-1,-1,-1,-,140,24,-,
141126_0954,2,subjects,2,24,6,0,0,0,12,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,6,3,2,0.848114059,0.090766007,0.891139109,0.906384039,0.37594136,0.304947524,1,1,11,1,1,3,6,3,0,10,0,10,0,0,0,0,5,0,0,-1,3,0,0,-1,8,35,25,90,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,2,2,2,4,99999,2,0,2,4,1,30,6,4,4,100,109,118,126,135,144,153,161,170,200,179,158,136,115,94,73,51,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,3,0,0,0,-,-1,-1,-1,-1,-1,-,145,25,-,
141126_0954,2,subjects,3,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,1,5,3,2,0.576072418,0.76688709,0.049128209,0.669171001,0.549965846,0.275976121,1,1,2,2,1,7,6,2,6,10,0,10,10,10,5,0,5,5,5,-1,1,0,0,-1,7,35,60,150,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,2,3,1,3,4,1,99999,1,30,1,1,2,25,5,1,4,100,109,118,126,135,144,153,161,170,200,179,158,136,115,94,73,51,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,1,0,0,0,-,-1,-1,-1,-1,-1,-,235,40,-,
141126_0954,2,subjects,3,2,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,5,3,1,0.81230395,0.225654642,0.412019534,0.44307569,0.375461976,0.071322644,1,1,2,1,1,2,6,2,6,10,0,10,10,10,5,0,5,5,5,-1,1,0,0,-1,6,30,60,225,0,40,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,2,3,3,4,3,2,99999,1,30,1,2,4,0,0,0,6,200,196,193,189,185,181,178,174,170,100,109,118,126,135,144,153,161,170,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,1,0,0,0,-,-1,-1,-1,-1,-1,-,285,48,-,
141126_0954,2,subjects,3,3,1,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,1,2,3,0.912361481,0.735838645,0.755420372,0.039751154,0.097651818,0.274871594,1,1,1,2,1,7,6,2,6,10,0,10,10,10,5,0,5,5,5,-1,1,0,0,-1,3,70,60,200,0,0,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,2,3,2,5,2,3,99999,1,30,1,3,4,0,0,0,6,200,196,193,189,185,181,178,174,170,100,109,118,126,135,144,153,161,170,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,1,0,0,0,-,-1,-1,-1,-1,-1,-,260,44,-,
141126_0954,2,subjects,3,4,1,0,0,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,4,6,1,0.41373918,0.499097262,0.737397424,0.708427826,0.907588988,0.203826288,1,1,1,1,1,0,6,2,6,10,0,10,10,10,5,0,5,5,5,-1,2,0,0,-1,7,22,60,225,0,48,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,3,1,1,1,99999,1,35,1,1,3,35,1,1,2,170,174,178,181,185,189,193,196,200,30,39,48,56,65,74,83,91,100,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,1,0,0,0,-,-1,-1,-1,-1,-1,-,320,54,-,
141126_0954,2,subjects,3,5,2,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,2,4,1,0.625375187,0.784588937,0.714396905,0.53102905,0.684232233,0.234103132,1,1,4,2,1,4,6,2,6,10,10,10,10,10,5,5,5,5,5,-1,1,0,0,-1,1,50,75,110,0,20,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,2,3,5,6,4,1,99999,1,30,2,1,5,0,0,0,3,100,109,118,126,135,144,153,161,170,200,196,193,189,185,181,178,174,170,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,5,0,0,0,-,-1,-1,-1,-1,-1,-,185,31,-,
141126_0954,2,subjects,3,6,2,0,0,0,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1,3,5,2,0.868774862,0.640652292,0.02454765,0.59235345,0.757008375,0.546476162,1,1,4,1,1,4,6,2,6,10,10,10,10,10,5,5,5,5,5,-1,2,0,0,-1,3,35,75,150,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,5,1,3,3,99999,1,70,1,3,5,0,0,0,6,200,196,193,189,185,181,178,174,170,100,109,118,126,135,144,153,161,170,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,5,0,0,0,-,-1,-1,-1,-1,-1,-,225,38,-,
141126_0954,2,subjects,3,7,2,0,0,0,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,3,1,6,0.57133419,0.596640168,0.389434308,0.43660773,0.29888212,0.697805267,1,1,3,2,1,4,6,2,6,10,10,10,10,10,5,5,5,5,5,-1,1,0,0,-1,4,34,75,225,0,36,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,2,3,3,5,2,2,99999,1,30,2,3,3,30,2,3,4,100,109,118,126,135,144,153,161,170,200,179,158,136,115,94,73,51,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,5,0,0,0,-,-1,-1,-1,-1,-1,-,330,55,-,
141126_0954,2,subjects,3,8,2,0,0,0,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,1,6,3,0.68458737,0.669134073,0.105490888,0.016340682,0.81999147,0.228500745,1,1,3,1,1,4,6,2,6,10,10,10,10,10,5,5,5,5,5,-1,1,0,0,-1,2,35,75,150,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,2,3,4,5,4,1,99999,1,30,2,4,5,0,0,0,5,200,188,175,163,150,138,125,113,100,100,113,125,138,150,163,175,188,200,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,5,0,0,0,-,-1,-1,-1,-1,-1,-,225,38,-,
141126_0954,2,subjects,3,9,3,0,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,6,3,1,4,0.136369466,0.296773207,0.828394176,0.163982529,0.013125028,0.199033973,1,1,6,2,1,7,6,2,0,10,0,10,10,0,5,0,5,5,0,-1,3,0,0,-1,7,35,45,145,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,1,1,1,4,99999,1,35,1,1,1,35,5,1,2,170,174,178,181,185,189,193,196,200,30,39,48,56,65,74,83,91,100,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,6,0,0,0,-,-1,-1,-1,-1,-1,-,225,38,-,
141126_0954,2,subjects,3,10,3,0,0,0,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,5,4,3,1,0.999108975,0.643049672,0.83999643,0.76816615,0.731304176,0.389571668,1,1,6,1,1,7,6,2,6,10,0,10,10,10,5,0,5,5,0,-1,2,0,0,-1,4,35,55,100,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,5,2,2,3,99999,1,34,2,3,5,0,0,0,6,200,196,193,189,185,181,178,174,170,100,109,118,126,135,144,153,161,170,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,6,0,0,0,-,-1,-1,-1,-1,-1,-,155,26,-,
141126_0954,2,subjects,3,11,3,0,0,0,11,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,4,3,6,0.246346068,0.054361607,0.624859662,0.614818013,0.613238637,0.701774672,1,1,5,2,1,7,6,2,6,10,0,10,10,10,5,0,5,5,0,-1,2,0,0,-1,6,35,55,115,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,4,1,2,2,99999,1,30,1,2,5,0,0,0,2,170,174,178,181,185,189,193,196,200,30,39,48,56,65,74,83,91,100,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,6,0,0,0,-,-1,-1,-1,-1,-1,-,170,29,-,
141126_0954,2,subjects,3,12,3,0,0,0,12,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,2,5,1,4,0.820914232,0.432290363,0.338360707,0.719680441,0.021039414,0.454640564,1,1,5,1,1,5,6,2,6,10,0,10,10,10,5,0,5,5,0,-1,1,0,0,-1,5,60,55,132,0,10,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,2,3,4,6,1,4,99999,1,30,3,4,5,0,0,0,6,200,196,193,189,185,181,178,174,170,100,109,118,126,135,144,153,161,170,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,6,0,0,0,-,-1,-1,-1,-1,-1,-,187,32,-,
141126_0954,2,subjects,3,13,4,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,2,3,6,0.327687071,0.616433494,0.72692014,0.397727177,0.609434953,0.795331459,1,1,8,2,1,4,6,2,6,10,10,10,10,10,5,5,5,5,0,-1,2,0,0,-1,5,35,70,200,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,6,3,4,4,99999,1,60,3,4,4,0,0,0,1,170,170,170,170,170,170,170,170,170,170,153,135,118,100,83,65,48,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,4,0,0,0,-,-1,-1,-1,-1,-1,-,270,45,-,
141126_0954,2,subjects,3,14,4,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,5,6,3,0.572361789,0.217862487,0.14396343,0.655520575,0.776785404,0.504136434,1,1,8,1,1,4,6,2,6,10,10,10,10,10,5,5,5,5,0,-1,3,0,0,-1,6,40,70,225,0,30,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,1,3,2,3,99999,1,40,1,2,2,40,3,4,4,100,109,118,126,135,144,153,161,170,200,179,158,136,115,94,73,51,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,4,0,0,0,-,-1,-1,-1,-1,-1,-,335,56,-,
141126_0954,2,subjects,3,15,4,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,2,5,1,3,0.859919625,0.961613613,0.390984404,0.899202377,0.267807474,0.637847259,1,1,7,2,1,4,6,2,0,10,10,10,10,0,5,5,5,5,0,-1,1,0,0,-1,8,35,60,250,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,2,3,6,6,2,3,99999,1,30,4,3,2,35,2,1,4,100,109,118,126,135,144,153,161,170,200,179,158,136,115,94,73,51,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,4,0,0,0,-,-1,-1,-1,-1,-1,-,345,58,-,
141126_0954,2,subjects,3,16,4,0,0,0,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,3,1,6,0.704275398,0.346790437,0.297636429,0.33431119,0.114285437,0.86982799,1,1,7,1,1,4,6,2,6,10,10,10,10,10,5,5,5,5,0,-1,2,0,0,-1,2,35,70,225,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,5,2,1,4,99999,1,35,2,4,1,30,4,4,5,200,188,175,163,150,138,125,113,100,100,113,125,138,150,163,175,188,200,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,4,0,0,0,-,-1,-1,-1,-1,-1,-,325,55,-,
141126_0954,2,subjects,3,17,5,0,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,3,2,1,0.589285256,0.473431653,0.311798035,0.070507574,0.066115537,0.027343165,1,1,10,2,1,7,8,2,6,10,0,0,10,10,0,0,0,5,5,-1,3,0,0,-1,2,35,40,140,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,2,4,4,4,99999,1,35,2,4,4,0,0,0,6,200,196,193,189,185,181,178,174,170,100,109,118,126,135,144,153,161,170,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,3,0,0,0,-,-1,-1,-1,-1,-1,-,180,30,-,
141126_0954,2,subjects,3,18,5,0,0,0,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,1,2,4,0.600667165,0.894358449,0.909370958,0.005235861,0.25044079,0.797696101,1,1,10,1,5,7,6,2,6,0,0,10,10,10,0,0,0,5,5,-1,3,0,0,-1,4,35,40,200,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,2,3,3,2,99999,1,36,2,3,3,36,2,3,3,100,109,118,126,135,144,153,161,170,200,196,193,189,185,181,178,174,170,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,3,0,0,0,-,-1,-1,-1,-1,-1,-,276,46,-,
141126_0954,2,subjects,3,19,5,0,0,0,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,4,5,2,0.482446209,0.963647427,0.11730011,0.50169461,0.521246462,0.432041852,1,1,9,2,1,0,6,2,6,10,0,10,10,10,0,0,0,5,5,-1,3,0,0,-1,3,35,50,225,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,1,2,3,2,99999,1,0,1,3,1,30,5,3,3,100,109,118,126,135,144,153,161,170,200,196,193,189,185,181,178,174,170,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,3,0,0,0,-,-1,-1,-1,-1,-1,-,305,51,-,
141126_0954,2,subjects,3,20,5,0,0,0,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,4,2,5,3,0.990635832,0.593370428,0.781338945,0.630926104,0.878375978,0.637762887,1,1,9,1,0,7,6,2,6,0,0,10,10,10,0,0,0,5,5,-1,2,0,0,-1,1,35,40,0,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,6,2,1,1,99999,1,50,2,1,1,30,6,3,6,200,196,193,189,185,181,178,174,170,100,109,118,126,135,144,153,161,170,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,3,0,0,0,-,-1,-1,-1,-1,-1,-,70,12,-,
141126_0954,2,subjects,3,21,6,0,0,0,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,5,4,3,0.78843418,0.012482206,0.243039951,0.773251332,0.75662053,0.6034865,1,1,12,2,0,3,6,3,0,0,0,10,0,0,0,0,5,0,0,-1,3,0,0,-1,1,35,15,155,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,2,5,1,4,99999,1,20,2,1,5,0,0,0,6,200,196,193,189,185,181,178,174,170,100,109,118,126,135,144,153,161,170,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,3,0,0,0,-,-1,-1,-1,-1,-1,-,170,29,-,
141126_0954,2,subjects,3,22,6,0,0,0,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,1,6,4,0.158364834,0.568480671,0.122747217,0.10462498,0.818933421,0.506871579,1,1,12,1,1,3,6,3,6,10,0,10,0,10,0,0,5,0,0,-1,2,0,0,-1,8,60,35,350,0,10,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,6,4,3,3,99999,1,35,4,3,3,35,4,3,3,100,109,118,126,135,144,153,161,170,200,196,193,189,185,181,178,174,170,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,3,0,0,0,-,-1,-1,-1,-1,-1,-,420,70,-,
141126_0954,2,subjects,3,23,6,0,0,0,11,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,6,3,5,0.327406645,0.020795008,0.210323254,0.965785791,0.222056561,0.902933509,1,1,11,2,1,3,6,3,2,10,0,10,0,0,0,0,5,0,0,-1,3,0,0,-1,8,25,25,115,0,45,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,4,6,3,2,99999,1,35,4,3,2,35,3,1,4,100,109,118,126,135,144,153,161,170,200,179,158,136,115,94,73,51,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,3,0,0,0,-,-1,-1,-1,-1,-1,-,175,30,-,
141126_0954,2,subjects,3,24,6,0,0,0,12,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,5,1,6,0.213261023,0.444885815,0.413048985,0.723489898,0.135830261,0.961784035,1,1,11,1,1,3,6,3,0,10,0,10,0,0,0,0,5,0,0,-1,3,0,0,-1,5,0,25,90,0,70,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,1,2,3,4,4,1,99999,1,10,3,4,4,0,0,0,2,170,174,178,181,185,189,193,196,200,30,39,48,56,65,74,83,91,100,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,3,0,0,0,-,-1,-1,-1,-1,-1,-,115,20,-,
141126_0954,2,subjects,4,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,1,2,3,4,0.535202132,0.998275045,0.199738839,0.364463331,0.405542574,0.519510402,1,1,2,2,1,7,6,2,6,10,0,10,10,10,5,0,5,5,5,-1,1,0,0,-1,4,40,60,150,0,30,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,2,3,3,6,1,2,99999,3,70,6,2,3,30,1,1,5,200,188,175,163,150,138,125,113,100,100,113,125,138,150,163,175,188,200,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,4,0,0,0,-,-1,-1,-1,-1,-1,-,240,40,-,
141126_0954,2,subjects,4,2,1,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,0.05347556,0.22582046,0.435150126,0.833539232,0.960619664,0.967834209,1,1,2,1,1,2,6,2,6,10,0,10,10,10,5,0,5,5,5,-1,1,0,0,-1,6,35,60,225,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,2,3,2,5,1,1,99999,3,25,5,1,2,35,4,4,1,170,170,170,170,170,170,170,170,170,170,153,135,118,100,83,65,48,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,4,0,0,0,-,-1,-1,-1,-1,-1,-,320,54,-,
141126_0954,2,subjects,4,3,1,0,0,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,4,5,3,2,0.268827306,0.763732113,0.380555608,0.396480015,0.37030331,0.353864252,1,1,1,2,1,7,6,2,6,10,0,10,10,10,5,0,5,5,5,-1,1,0,0,-1,2,70,60,200,0,0,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,2,3,4,6,4,4,99999,3,65,6,4,5,0,0,0,1,170,170,170,170,170,170,170,170,170,170,153,135,118,100,83,65,48,30,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,4,0,0,0,-,-1,-1,-1,-1,-1,-,260,44,-,
141126_0954,2,subjects,4,4,1,0,0,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,3,4,6,0.611620678,0.045628229,0.016576668,0.197056284,0.38212375,0.687726044,1,1,1,1,1,0,6,2,6,10,0,10,10,10,5,0,5,5,5,-1,1,0,0,-1,1,30,60,225,0,40,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,2,3,2,4,3,3,99999,3,35,4,3,5,0,0,0,5,200,188,175,163,150,138,125,113,100,100,113,125,138,150,163,175,188,200,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,4,0,0,0,-,-1,-1,-1,-1,-1,-,285,48,-,
141126_0954,2,subjects,4,5,2,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,5,1,2,0.680605156,0.985355496,0.861390023,0.930860227,0.134689509,0.325669037,1,1,4,2,1,4,6,2,6,10,10,10,10,10,5,5,5,5,5,-1,2,0,0,-1,6,35,75,110,0,35,-,-,-,-,-,-,1,0,0,0,0,0,-,-,-,-,3,1,5,1,1,2,99999,3,45,5,1,3,30,2,1,3,100,109,118,126,135,144,153,161,170,200,196,193,189,185,181,178,174,170,-,-,-,-,0,0,7,45,2,-99,-99,-99,-99,16,0,-99,1,0,0,0,-,-1,-1,-1,-1,-1,-,215,36,-,
